id,question,answer,label,source
8405,9月3号大阅兵，公司安排全体员工上班，假期全部要求错后休息，但是由于交通管制，我没有交通工具上班。如果不来上班公司又要算旷工，请问这个是否合法？,你好，不合法，建议向公司说明情况，协商不成，通过提起劳动仲裁维护权益。,0,law
541,我有一个计算机相关的问题，请用中文回答，什么是 离散数据,离散数据是指其数值只能用自然数或整数单位计算的数据。 例如：企业个数、职工人数、设备台数等，只能按计量单位数计数。 这种数据的数值一般用计数方法取得。 在统计学中，数据按变量值是否连续可分为连续数据与离散数据两种。,0,baike
3405,电子琴和钢琴有什么区别？为什么很多家长还让孩子学电子琴？弹电子琴的技巧对弹钢琴有帮助吗？,电子琴非常好，如果你的目标是古典音乐那你尽管与钢琴较量，但是如果说到流行音乐，眼下各类节目里面的编曲，作曲，现场演奏，乐队等等等等，完全离不开电子琴，如果你看过各类明星演唱会上伴奏乐团的镜头，我是歌手啊等等，镜头扫到电子琴的几率超高吧 说电子琴不登大雅之堂我只能说你连音乐的门都没有跨进去，哦不，你连门都没有看到。 井底之蛙可怜之极。,0,open_questions
3696,应该如何选择橱柜板材料？现在市面上的UV烤漆，钢琴烤漆，模压，爱格等板材做橱柜面板各有什么优略 从更加健康环保考虑，品牌橱柜箱体板应该选用什么样的材料,便宜点，性能又好可以用爱格板或台湾模压板做门，吉林森工露水河的E0 E1板做柜体，吉林森工网站上有公布他们vip客户，可以看见哪些商家是真的大量采购了他们的板材，石英石做台面，要更便宜 自己配花岗岩，百隆五金 自己买些宜家厨房配件，材料是一个方面，商家的做工质量也是要考虑的，1300每延米（上下柜），应该能搞得很好了,0,open_questions
9021,父母离异后感觉自己破碎不完整，如何重组自我？,早年的经历对你影响很大，我知道那不是你的错！ 你现在对自我的认识很模糊，感觉自己是破碎的不完整的人。 做事情很多时候都没有动机和目的，自我价值感低，自尊低，责任感低，很难和人建立真实有意义的链接等等。 。字体心理学认为这是自体碎裂的表现，如何增强自体？ 寻找好的自体客体？ 我们现在就可以开始。 我是中美班学员自体组，我希望我们共同努力去探索，陪伴你走过这艰难的时段。,0,psychology
8861,9岁女儿总听不进去教导，嘴上答应又做不到怎么办？,我但是觉得你女儿挺有主见的，好多事情都自己搞定了，真牛。 能按照自己的意愿处理很多事情，不错。 好像要处理的是你的国度关注和焦虑。,0,psychology
6886,银行卡闪付怎么开通,带有“闪付”标识的一卡通IC卡，开通电子现金账户后，就能在支持“闪付”的银联商户消费(类似刷公交卡)。,0,finance
7173,产检时入盆了胎位会变吗 38周5产检的时候医生说入盆了，这时候宝宝屁股在右边脚在左边，第三天宝宝屁股在左边脚在右边，入盆了宝宝的约莫胎位会变吗 ,根据你说的这种情况呢，宝宝在入盆待产的这个过程当中呢，他身体会再次发生个跳跃，抱括她临产的时候，他也是有个跳跃的角度，才能临产出的所以说宝饱的这种正常的跳跃是正常的一种身理现象，而且在他降生之前他的体位还是在不停的在跳跃，然后他通过这种跳跃的力量在阴道方才能临产出的，所以呢，宝宝是正常的,0,medicine
4193,零绘画基础，跨专业考研工业设计，如何弥补在绘画，审美上的缺失？请教各位前辈。都说手绘不需要绘画基础，那从以后从事工业设计提高审美能力来说是应该找培训班学习绘画还是自学？,给你一个真实的例子吧，我大学学的是管理专业，后来到大三的时候逐渐才意识到自己一直很喜欢画画，奈何当时虽然已经自学了两年平面设计包括 psai等设计软件却可以说是一点绘画功底都没有。 说实话到大三了整个人基本都闲下来了，当时有想到去报一个插画班从零开始，报了名去了之后，感觉他们教的并不是自己喜欢的内容，于是下决心回校自学。 接下来的半年时间我基本上维持着一种状态，就是每天早上八点起床开始练习素描和形体,0,open_questions
2044,什么是ADSL和EM??是宽带的分类吗?? 网络什么是ADSL和MODEM??是宽带的分类吗?? ,ADSL是网络服务提供商所提供的宽带拨号上网类型；MODEM是连接网络的设备。 ADSL是宽带的拨号类型!是抽象的概念!MODEM是拨号时要用的设备!,0,open_questions
3062,《大圣归来》票房破亿会对国产动画市场带来什么影响？比如出现更多的动画电影，或者一票孙悟空的改编故事，又比如说像日本制作公司那样以大圣这个IP 为核心的动画制作公司？,在我看来，大圣是一个现象级产品 所谓的现象级，就是很难传承下去，也很难惠及全行业，但是制作组和投资方会过得很好 因为国内没有第二个田晓鹏他们那个团队 西游记孙悟空IP在游戏端的价值已经被榨干，动画这里相当于收割了一次十几年攒下来的情怀，上一次这个制作级别的西游记动画还是央视版的TV动画，类似于割韭菜，这一茬过去之后，不知道下一茬什么时候才长出来 大圣归来靠西游记IP和比较吸引眼球的制作技术掩盖了剧情的空,0,open_questions
2870,女生买内衣应当注意什么？我说的是从舒适感和乳房健康等方面，不是取悦男性方面。男性回答此题请三思而后答。,Bra不管是便宜的还是贵的，什么款式和材质，试穿是必须的！ 千万别懒！ 不让试穿的一定不要买。 不同的品牌，虽然同样是75B的型号，不过不试穿下你是不知道其实杯型设计会有不同！ 哪怕只是一点点的细微差别都会影响到穿着效果，甚至健康。,0,open_questions
4858,蠡园距离无锡市有多远？,蠡园，离无锡市区10公里，坐落在蠡湖北岸的青祁村，面积8.2公顷，水面占3.5公顷。,0,nlpcc_dbqa
8611,和老婆结婚前，我就和我的女同事在一起，我该怎么办？,你好，感受到你的痛苦！ 你内心深处也许两个女人都爱，两个女人谁都不想辜负，可是你的行为却在伤害她们，这样去做三个人都不会幸福，趁老婆还不知道，早点收手吧，长痛不如短痛！ 欢迎进一步深入沟通！,0,psychology
2717,怎样才能把神棍逐出问答社区？感觉神棍越来越多了。我使用这个论坛是为了享受分享科学与知识的快乐。眼见劣币来驱逐良币了，和尚道士牧师都打着科学名义来发展下线了，我真的想反抗一下，哪怕是失败了再离开这里也好。貌似回答的人中误解题意的较多，解释一下。神棍是指问答社区中出现了越来越多的一类人，他们大肆宣扬有神论，以非科学的态度分析，回答问题，更有甚者直接开帖传教，抨击，诅咒无神论者，这部分人为我定义的神棍。我最近发现这类人越来越多了，更可怕的是其关注量，点赞量与日俱增。作为这个论坛的使用者，科学分析的方法论是本人的思考根基，鬼神之说敬而远之是这个方法论下应该有的基本态度。问答社区是以科学探讨，交流，分享而立足的论坛，如果被神棍占领，我只好离开。所以发此提问。,当年前女友（河北某一本院校，文科，政治学习多年）劝我信法轮功，理由是她全家都信。 元旦去她家时平时表现还挺正常，结果她奶奶和亲戚的教友来走动的时候，讨论佛法问题，我越听越不对劲，怎么听到的佛法和我研究过的不一样，宗旨都变了，边讨论还边问我看法，当时只能不断报以嗯嗯。 她表姐和表姐夫还是山西某地银行副行长，也深信不疑。 作为一个坚定的马克思主义者，我没信他们的话，结果等到春节后就分手了。 估计她们家对,0,open_questions
3421,问答社区有人说一切如来心秘密全身舍利宝箧印陀罗尼经是伪造，是有什么理据吗？,蟹妖。 问答社区有人说一切如来心秘密全身舍利宝箧印陀罗尼经是伪造，是有什么理据吗？  依据自己的无明， 依据自己的贪嗔痴， 依据自己的分别妄想执着 依据自己的魔性， 依据自己钻了文字坑的知见 依据自己把六尘缘影当自心把四大假和当自身的轮回根本 依据自己的好恶 依据自己的胃口 依据自己的我执 西红柿是什么颜色的？ 废话！ 红的！  在人类视觉的可见光里，西红柿吸收了除了红色部分之外的所有颜色， 所以才能呈现红色。,0,open_questions
9224,很怕优秀，优秀会害人的想法让我很困扰，我该怎么办？,可能在你的成长过程中被老师和家长拿来跟比你优秀的人比较过，在这个过程中，你嫉妒了比你优秀的人，同时也被比你优秀的人伤害了，因此向外投射，你觉得自己优秀也会伤害别人，被别人嫉妒。 那么我们来看一下，不是优秀伤害了人，而是这种思维和比较的方式和方法伤害了人。 父母和老师常用互相比较的方式来鼓励一个人努力上进，这种方式会让孩子感受不到无条件的爱和接纳。 孩子会把这个世界当成丛林，弱肉强食，非胜即败。 其实换一种方式，这个世界可以是花园，每一种花都有自己存在的价值和独特的美。 如果你在理性层面上依然不能改变这个信念和价值观，可以通过咨询，改变潜意识当中的那个信念和价值观，找到你惧怕优秀的根源问题，并解决它。,0,psychology
3506,有哪些心智技巧能让生活、工作、思考、意志得到改善？有哪些心智技巧能让生活工作思考意志得到改善的呢？求分享。,更新正在练习 1. 锻炼至90斤 得到完美体脂率 2. Say no to over sugar and fired 3. Strict schedule， keep awake 4. Practice writing 5. Practice speaking 正在练习中 生活 1. 买50元的衣服穿一年不如买一件500元的衣服穿十年 2. 相信Rational Market的某种正确性比如Price represents Value 3. 了解所在生活区域发展状况 4. 走出comfort zone，talk with interesting people 5. 求同存异，坚持原则 6. No anti-social， b,0,open_questions
8221,跟公司签订10年的合同，最近公司裁员被辞退，还有3年合同才到期，请问可以问公司要求哪些赔偿？,你好，可以要求经济补偿。 经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。 六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。,0,law
6034,egui.exe是什么？,egui.exe是Eset NOD32 Antivirus 和Eset NOD32 Smart Security3.0以上版本的控制中心文件。,0,nlpcc_dbqa
9367,咨询后，惊恐发作没了，最近焦虑更加严重了，为什么呢,呃～生命并没有意义，如果有那都是自己所赋予的虚无意义。 就心理咨询更严重而言，比较有可能的是不对症，或者只针对症状没有探索深层的原因。,0,psychology
8909,如何以正当理由说服高中男生剪头发？,我觉得，既然都是高中生了，为什么理个头发这样的小事都需要父母操心，让他自己跟学校说去。 不过作为父母首先表示对他的理解，也表示相信他有能力处理好留头发与学校规定之间的关系。,0,psychology
9044,觉得自己小心眼，容易和别人顶嘴，不知道什么原因？,讨厌别人，其实是往往是我们内心的投射，我们讨厌的别人正是考验我们内心我们所不喜欢的自己。 你有一些患得患失，同时呢，还存在了不少安全感。 希望你做心灵成长的咨询，也可以联系我。,0,psychology
8370,2015年一月发生交通事故，已经报警，事故责任书我八对方二，我方双腿粉碎性骨折，现已住院三个月余，手术已做，未作伤残鉴定，何时做合适？对方只有抢险，我方只商业险，如何赔偿？谢谢,伤情稳定后可以申请伤残鉴定，一般是3到6个月。 按照责任比例承担赔偿责任,0,law
2846,如何善意提醒女朋友有唇毛？我和女朋友刚交往几天！但我今天才注意到她有一点唇毛就是所谓的小胡子！！怎么办？怎么善意的让她处理好自己唇毛？！镜像问题：,有人说我没回答问题，只是我没加黑体而已。 没事别提醒提醒，直接给出解决方案是最好的，拿出诚意来。 能用钱解决的，千万不要用伤感情来解决。 递上一万块钱，老婆大人去做个脱毛吧，夏天到了你脱完了毛穿上我送你的小黑裙才更美呐，么么哒。 用不了一万？ 答弄清他用横条还是三圈型，然后送剃须,0,open_questions
8645,经常回避别人的眼睛，不知道如何与领导说话，怎么办？,这个应该和你自信不足以及对自我的认知有偏差有关系，改变自己的认知和通过想象的方法进行场景模拟，可能会比较好。,0,psychology
2985,经期可以跑步吗？,我只有在经量多时停止慢跑 剩下的几天都正常 三十分钟 没有任何不适 不过因人而异 要看自己身体状况而定 我个人来说运动久了 一直没有过痛经,0,open_questions
3115,中国未来30年最大的问题是什么？,谢邀。 前些天在 NPR 听到一节目，是采访高盛某人，也提到中国。 那人说，我关心中国有 21 年了，这些担心，问题，都不是新鲜事了。 老实说，中国政府比你们更担心这些事。 我们应该担心的，反而是那些中国政府不担心的东西。,0,open_questions
4605,美国人的无聊都在哪些方面？有时候看到美国一些垃圾电影，感觉美国人的精神世界也有很多无聊。难道美国人都活的很充实吗？他们都有哪些无聊的生活？为什么,活得无聊或充实，不是用国度来划分的。 每个国家都有垃圾的娱乐产品，又何必单单judge美国人。 跟题主交流了一下，如果要谈美国一些让我感到无聊的现象，最近还真就有一个。 美国有一个民间烘焙大赛，叫做皮尔斯伯利烘焙大赛。 这个烘焙大赛可以算是历史悠久，貌似从49年就开始了。 之所以叫做民间烘焙大赛，是因为这个比赛不允许正经职业厨师和甜点师参加，哪怕一定时,0,open_questions
9313,从小就在无时无刻的批评声中长大的人会怎么样?,你父母年轻时一定有很多不如意的地方。 重要的是，你目前长大了，已经独立工作。 有能力为自己生活去改变，人生有无限可能，当你意识到不满意时，就是改变的开始。 心理咨询师很有效的方法,0,psychology
2082,上海有专门卖狗的狗市吗？在哪里？ 上海有专门卖宠物狗的狗市吗？在哪里？ ,虹桥路的顽皮家族和建平，徐家汇曹东三路，还有黄陂路,0,open_questions
8645,经常回避别人的眼睛，不知道如何与领导说话，怎么办？,这个问题的核心是你的自信不够造成的。 推测你和父亲的关系不够融洽，从小没有得到足够的重视和认可。 当你内心有足够力量和对自我的认同时，你就能坦然迎接别人的目光。,0,psychology
8596,内心深处我从不信这世上有人会认可、接纳、,可以感受到你内心的迷茫，你的困扰在于你总是压抑自己的情绪，不善于表达自己的想法和感受，这样就容易造成情绪的突然爆发，缺乏自信，缺乏安全感。 你能选择来这里求助，就非常不简单。 咨询是一个过程，我需要了解更多的情况，才能帮你分析解决问题。 我帮助过很多和你一样困扰的人，相信也可以帮到你。 可以多说一些你的情况吗？ 愿以我的恰当对待，换来你敢于挣脱过去束缚的勇气。,0,psychology
4233,美与审美对象的区别？美是什么？审美对象是什么？在艺术美学课上老师提出的问题'自己不是很明白'大家说说看。,要知道什么是审美对象，首先要清楚两个概念，就是哲学上的主体和客体（亦可称为对象）。 所谓客体，简单来说，就是客观存在的事物。 主体，就是具有能动性的人。 而可以被审美的客体，可以称之为审美客体。 审美对象，就是审美客体。 在审美中，客体与主体本来就是相对而言的，没有主体，客体失去了意义，没有客体，主体也就不称其为主体。 而所谓美，是一个非主观亦非客观的概念。 要理清这个概念，需要知道美学史上对于“美”这,0,open_questions
6237,台北医学大学是在什么时候，由谁创建的？,1958年，创办人胡水旺先生、徐千田先生筹设北医。,0,nlpcc_dbqa
4361,稀疏表达的意义在于？为什么稀疏表达得到广泛的应用？,从2004年压缩感知的提出到现在正好十年过去了，这十年里在工程，应数，统计等领域，关于稀疏性的研究一度过热，即不管合不合理，把稀疏这一套东西试了再说。 实际上稀疏性早在压缩感知便有着广泛应用，大概可以分为两个阶段，而时间节点便是2004。 04年之前 Total Variation Image Denoising，L. Rudin， S. Osher， E. Fatemi， 1992 ell1-norm of the gradient of the imageDenoising by Soft Thresholding，D. Donoho， 1995,0,open_questions
229,我有一个计算机相关的问题，请用中文回答，什么是 中继线路,直接连接两个交换系统之间的全部线路和所属设备，又称中继电路。 在两个交换系统建立了呼叫之后，各种中继电路都能提双向通信。 为了确保全网的通信质量，局间中继衰耗不能超过其分配限值。  现在大部分企业都自备电话系统，电话系统主要用来方便员工分机互相拨打，但是也需要和公司外的电话通信，公司内部向外部打电话的通路就叫中继，同理，中继线也是外部打电话到公司内部的通路。 中继电路衰耗包括传输系统引入的衰耗、交换系统以及局内电缆的衰耗。,0,baike
4176,家装中如何解决热水循环问题？,如果你是我的客户的话我会提供两个方案给你，一个是两个卫生间用一个热水回路，剩下的各个点用小厨宝或连接在另一个燃气热水器带动的热水回路上。 第二个是全家所有点用一个热水回路，你买一个高级点的有自动循环功能的热水器就行了，你房子那么大我不信你买不起。 有问题应该先去市场了解现在的产品有没有你需要的功能啊。 还有你如果没动工的话我建议你把多功能房的前廊割到门厅那里，门厅这么弄都不懂你怎么放鞋。,0,open_questions
7660,桥本病甲状腺结节怎么治 手抖气紧2009年7月,"病情分析：桥本病是甲状腺炎中最常见的一种类型,90%的病人为女性,多见于30--50岁.本病的临床表现为：起病缓慢,病人一般无特殊感觉,常在无意间发现甲状腺肿大,一般呈弥漫性对成型肿大,亦可一侧肿大较明显,早期甲状腺功能多在正常范围,少数可见轻微亢进,如精神紧张,心悸,畏热等,一般无自发缓解,随着病情进展,当甲状腺破坏达到一定程度,半数以上患者后期可出现甲状腺功能减退症状,如怕冷,乏力,体重增加等,有些病例由弥漫性肿进展为结节性,少数晚期患者的甲状腺体内有大量纤维化形成,则坚硬如石,常与周围组织粘连,可长生进行性压迫症状,出现呼吸困难（特别是在体力劳动时）,吞咽困难,声音嘶哑等.桥本病是一种自身免疫缺陷性疾病,往往治疗起来恢复缓慢,长期得不到正确治疗还会损害甲状腺功能形成桥本甲减.指导意见：桥本病是一种自身免疫缺陷性疾病,往往治疗起来恢复缓慢,长期得不到正确治疗还会损害甲状腺功能形成桥本甲减.所以说你还是要去医院进行治疗,至于能否要小孩可看据你的病情和恢复情况而定.",0,medicine
9135,怎么找到适合自己的心理咨询师,匹配的咨询师是要碰的，有时候也看运气，总的来说当你遇到一个跟他在一起很放松，很安全，什么话都愿意跟他说，也能感到支持和被理解的老师的时候，就差不多了。 受训背景很重要，但这个老师自身的人格和品性更重要。,0,psychology
4511,vuejsui库优劣势分析和选择？现有的：Desktop ui ElementUI iView ...Mobile uiweui vux mint-ui.... 以上ui大家用过的，觉得哪个好一些,Vue的组件库系列实在太多了，aliqinatui A Vue.js 2.0 UI Toolkit for Web 这是我们花了近一年时间打磨的，已经在内部近10个项目中使用，或许楼主可以看看。,0,open_questions
9458,30岁还没结婚没男朋友，被催得很烦,树欲静而风不止，我不结婚而噪音不断，对我来说噪音就是噪音，即使你擦拉粉底，画啦眼线，涂啦睫毛膏，也仍然不能阻挡你越界想要操控我身体代替我结婚的心，我就是我，你也永远不可能了解我。 生活中最大的矛盾冲突不是我想怎么样你想怎么样，而是我一定要怎么样，你一定不怎么样，选个合适的时机和家人好好沟通交流多多了解彼此内心的声音。,0,psychology
4092,美国购买商品有限期内可以无条件退款的政策有没有促使很多人钻空子？会增加商家成本吗？在穷游上提了个问题：,1. 禀赋效应或损失厌恶表示，消费者在购买和使用一件 耐用 商品后，这个东西在他心中的价值就大大提高了，以原价退回对消费者本人来说就往往无法接受。 2. 既然企业面临商品被无故退回的风险，所以完全可能已经将风险溢价加到了商品价格中。 也就是说，那些占大多数的不退回商品的消费者，在为退回者埋单。 3. 大规模企业因为规模经济，本身就有更强的风险承受能力，不必考虑风险溢价。 4. 对于部分摸着钱包犹豫,0,open_questions
1507,冬天可以泡温泉吗？老婆五个月了！ 冬天孕妇可以泡温泉吗？老婆五个月了！ ,病情分析：你好，孕妇是不可以泡温泉的，特别是你现在孕五个多月了，是不能泡的。 泡温泉容易导致胎儿缺氧，因孕妇抵抗力较弱，泡温泉时如果不注意的话，很容易感染妇科疾病。 指导意见：建议避免泡温泉，以免影响到胎儿的健康，也可以避免感染妇科疾病。 你目前属于孕中期，应注意休息，适当运动，保持充足睡眠与快乐心情。 如有疑问，请在线咨询专家为你解答疑惑：qq 2590219386 潘医生,0,open_questions
3348,代理POS机业务有哪些盈利点？代理第三方的POS机业务 公司具体会有哪些盈利点,自从允许第三方支付公司来做收单业务以后，这一块代理业务就彻底放开了。 现在刷卡消费的增多，更加刺激了收单机构的业务量增长。 而对于代理商来说，POS机业务的利润其实最主要也就一块，就是交易手续费分成。 对于POS机具的收入和商户服务费其实只占很小很小一部分，大部分机具都是采用出租的形式，出售的情况比较少。 交易手续费如下表所示： 代理商主要赚取的就是签约费率-基准费率，一般收单机构如（拉卡拉汇付天下,0,open_questions
3121,你或者你身边的人与篮球发生过哪些有趣的事情？请各位分享下各自的经历,高中时，我暗恋一个女生（其实现在也是）。 她是我高一时的同班同学，我们高二文理分班。 她去了文班，我去了理班。 当时高一的时候，她是学霸，我也就是中等水平吧，就属于那种也不努力学习，本一保底，211没戏的那种学生。 在班上也是一直搞气氛，抖机灵的活宝，也不知道那女孩怎么想的，平时看着挺高冷的一个人，男生也不搭理谁，无缘无故的就爱和我说话，一口一个哥哥的叫着，那女孩声音也贼甜。 我的青春期也就被这一口一个哥哥,0,open_questions
2986,谈谈你对心经的理解，抄写时的内心感受？最近在抄写心经，每一次的感受都会不同。甚至时而平缓，时而汹涌。交响曲一样的心情。文字的力量？哈哈哈哈,谢邀，先简单说一下我抄写心经的缘由，对大学专业的不满，我重新回到了高中校园，只有五六个月的 复习时间，面对着陌生的知识和习题。 促成了我抄写心经。 那时，我抄写了大半本心经。 首先是很困难的一个字一个字的按照经文抄写，当时说实话并没有太多的感受，一心就想考试默写诗词时，务必的是不要抄错。 并没有多少感悟，只是会抄完时默读一遍，看着这“揭谛揭谛，波罗揭谛，波罗僧揭谛，菩提萨婆诃。” 虔诚的在心中默读。 之后，,0,open_questions
3240,如何培养出高情商的孩子？我家宝贝丫头刚刚10个月，我们希望她能有较高的情商，请问需要从哪些方面做起？身为父母的我们需要做什么？怎么做？,爱尊重与合理限制！ 高情商的基础是真性情，小大人般的处事圆滑或者小心翼翼看眼色行事这样的高情商我宁愿不要。 真性情的基础则是充满爱的环境，在爱的环绕下，孩子是被完全接纳的，他可以放心地做自己。 尊重就是要把孩子当个和你平等的人来看。 无论是出于因不信任而对孩子的过分呵护还是自以为是的居高临下，你把孩子当个弱小者，那么他就是个弱小者，弱小者是不需要情商的，他们是被保护的对象，犯不着去管其他的人。 反之，如,0,open_questions
8594,习惯性封闭自己，不喜欢和人交流怎么办,你好，你的状况是过于的自卑敏感，过于在意别人的看法，猜测别人的想法，总觉得别人在嘲笑自己针对自己。 可以帮你调整不合理的认知，提升判断力和现实检验的能力，提升自信和安全感，手把手教给你在现实当中如何去做。,0,psychology
7303,脑梗塞的症状有哪些 病人于9月16日晚上突然半身麻木，嘴歪，说话不清，走路不稳。,脑梗塞的前兆一般比较不明显，所以常常被人们忽略。 脑梗塞的前兆常常表现为短暂性视物模糊，看不见物体，恶心呕吐，头晕、头痛突然加重或出现短暂的判断或智力障碍，嗜睡。       目前脑梗塞治疗最有效的脑梗的治疗方法是坚持长期的药物治疗配合康复锻炼逐渐改善症状。,0,medicine
4188,关于“胸器”，男人口中的“合适就好”，到底什么才是合适？乳腺癌日即将来了，关注下女性胸器。。。,你知道“盈盈一握”是什么感觉吗？  额，那个打马赛克的是我...,0,open_questions
9222,喜欢过的男生上大学后一直问我要比基尼照片，能给吗？,你应该问问自己，这个人有哪一点值得你欣赏？ 当初你喜欢他的时候，他没把你当回事；说当你是妹，他是哥，却又没个正经，说穿了就是喜欢跟你玩暧昧。 不好意思拒绝的人，总是渴望被人善待，又寄希望于别人改变。 个人建议你：当断不断，必受其乱。 只有真心希望你活得好的人，才值得你去期待，没用的人，丢掉不可惜！,0,psychology
9294,解梦：梦见朋友恋人爱人家人，它们的笔画都是十二画,这是一种【暗示】。 如果一直暗示自己，则会一直出现。 比如早上我看到下雪的照片，暗示自己是不是“想家”了。 接下来就会在刷朋友圈的时候看到亲戚的图片，暗示自己是。 然后刷剧的时候就会看到子女父母的剧情，暗示自己是。 然后吃鱼香肉丝或煎豆腐，暗示自己想父母的味道了。 甚至穿衣服的颜色，屏幕解锁的数字，卖菜阿姨的方言…… 不暗示就好了。,0,psychology
1540,美国的比中国要多吧，为什么美国没有雾霾呢 美国的汽车比中国要多吧，为什么美国没有雾霾呢 ,当年的洛杉矶烟雾很有名的，只能说治理得好（答疑解惑，诚心助人，请对我的回答评价，感谢你支持新浪微问！ ）,0,open_questions
